,s1,s2,s3,s4,target
4044,1590.05,1405.06,2388.1,47.58,2388.11
4045,1592.34,1419.48,2388.16,47.73,2388.07
4046,1592.95,1407.37,2388.07,47.54,2388.1
4047,1593.88,1403.16,2388.07,47.59,2388.06
4048,1592.16,1412.45,2388.08,47.5,2388.1
4049,1595.27,1408.38,2388.17,47.82,2388.12
4050,1590.81,1416.9,2388.13,47.69,2388.08
4051,1587.34,1415.72,2388.17,47.73,2388.15
4052,1592.14,1407.61,2388.12,47.69,2388.05
4053,1586.67,1410.99,2388.11,47.5,2388.07
4054,1591.04,1409.02,2388.09,47.62,2388.04
4055,1590.26,1421.62,2388.14,47.62,2388.1
4056,1587.22,1414.97,2388.12,47.62,2388.14
4057,1596.01,1415.17,2388.1,47.63,2388.11
4058,1593.75,1409.01,2388.16,47.71,2388.12
4059,1596.42,1413.12,2388.13,47.61,2388.1
4060,1594.01,1413.4,2388.11,47.52,2388.12
4061,1595.71,1411.4,2388.1,47.52,2388.12
4062,1594.04,1421.01,2388.11,47.79,2388.13
4063,1592.86,1408.14,2388.1,47.67,2388.14
4064,1586.67,1413.62,2388.13,47.57,2388.13
4065,1590.09,1407.34,2388.13,47.7,2388.14
4066,1594.52,1410.09,2388.11,47.59,2388.13
4067,1587.89,1415.42,2388.14,47.66,2388.09
4068,1587.12,1412.36,2388.13,47.52,2388.12
4069,1597.03,1410.97,2388.11,47.59,2388.14
4070,1598.18,1413.35,2388.15,47.57,2388.15
4071,1592.56,1412.27,2388.14,47.61,2388.17
4072,1590.01,1410.97,2388.19,47.69,2388.11
4073,1600.27,1407.27,2388.11,47.61,2388.11
4074,1599.73,1420.41,2388.14,47.62,2388.13
4075,1591.21,1416.28,2388.17,47.58,2388.1
4076,1592.93,1416.04,2388.11,47.51,2388.08
4077,1594.93,1416.54,2388.11,47.65,2388.12
4078,1596.6,1414.15,2388.09,47.67,2388.14
4079,1592.33,1404.64,2388.09,47.82,2388.1
4080,1589.88,1409.92,2388.09,47.71,2388.11
4081,1590.95,1412.77,2388.13,47.68,2388.12
4082,1598.73,1412.56,2388.12,47.69,2388.16
4083,1600.21,1417.73,2388.15,47.64,2388.17
4084,1594.23,1409.21,2388.13,47.8,2388.08
4085,1594.61,1401.58,2388.14,47.59,2388.16
4086,1588.39,1412.65,2388.1,47.49,2388.18
4087,1590.07,1407.12,2388.11,47.79,2388.11
4088,1593.13,1411.45,2388.1,47.77,2388.17
4089,1591.78,1412.73,2388.09,47.93,2388.17
4090,1591.12,1418.07,2388.14,47.67,2388.13
4091,1594.7,1417.94,2388.17,47.79,2388.1
4092,1584.55,1417.95,2388.17,47.65,2388.12
4093,1595.32,1415.59,2388.09,47.81,2388.14
4094,1595.83,1416.61,2388.11,47.89,2388.07
4095,1593.15,1415.99,2388.13,47.61,2388.11
4096,1595.8,1412.52,2388.18,47.66,2388.15
4097,1593.99,1421.13,2388.1,47.57,2388.17
4098,1601.0,1410.17,2388.17,47.76,2388.16
4099,1590.41,1416.29,2388.17,47.83,2388.13
4100,1589.78,1410.74,2388.16,47.71,2388.11
4101,1599.66,1414.58,2388.12,47.81,2388.11
4102,1592.26,1413.95,2388.19,47.74,2388.15
4103,1593.13,1417.33,2388.15,47.64,2388.12
4104,1598.96,1421.32,2388.17,47.63,2388.15
4105,1596.24,1414.06,2388.1,47.83,2388.15
4106,1592.72,1413.52,2388.15,47.8,2388.17
4107,1597.12,1413.39,2388.14,47.79,2388.13
4108,1596.39,1422.24,2388.15,47.81,2388.18
4109,1600.36,1413.4,2388.15,47.75,2388.15
4110,1592.53,1414.73,2388.22,47.74,2388.17
4111,1594.94,1411.79,2388.18,47.9,2388.16
4112,1599.76,1415.72,2388.2,47.82,2388.12
4113,1597.33,1414.35,2388.18,47.74,2388.17
4114,1595.05,1420.56,2388.14,47.7,2388.16
4115,1603.03,1422.16,2388.16,47.82,2388.1
4116,1595.68,1412.47,2388.13,47.71,2388.1
4117,1596.49,1418.07,2388.2,47.6,2388.14
4118,1597.62,1420.81,2388.11,47.78,2388.17
4119,1600.42,1422.57,2388.18,47.82,2388.09
4120,1598.74,1421.44,2388.11,47.8,2388.16
4121,1597.0,1421.45,2388.2,47.97,2388.14
4122,1594.45,1418.05,2388.11,47.89,2388.19
4123,1591.84,1416.25,2388.23,47.64,2388.14
4124,1597.64,1420.17,2388.18,47.8,2388.18
4125,1597.5,1417.58,2388.19,47.87,2388.19
4126,1592.26,1418.62,2388.14,48.1,2388.16
4127,1593.07,1420.46,2388.22,47.93,2388.1
4128,1596.56,1413.66,2388.19,47.72,2388.17
4129,1601.31,1422.88,2388.21,47.88,2388.24
4130,1594.41,1411.02,2388.15,47.99,2388.21
4131,1599.15,1421.81,2388.19,47.9,2388.18
4132,1591.15,1418.58,2388.15,48.06,2388.18
4133,1595.89,1422.65,2388.15,47.86,2388.15
4134,1593.58,1417.28,2388.21,47.92,2388.18
4135,1588.35,1415.63,2388.21,47.84,2388.23
4136,1600.79,1421.12,2388.16,47.76,2388.23
4137,1601.47,1433.21,2388.16,48.15,2388.17
4138,1594.3,1425.26,2388.24,47.72,2388.23
4139,1597.72,1411.04,2388.19,47.92,2388.17
4140,1596.99,1424.85,2388.19,47.99,2388.18
4141,1599.24,1426.51,2388.2,48.09,2388.15
4142,1601.54,1420.31,2388.18,47.89,2388.18
4143,1597.72,1420.29,2388.2,47.96,2388.22
4144,1595.32,1420.74,2388.25,48.13,2388.23
4145,1601.16,1420.51,2388.21,48.02,2388.2
4146,1600.96,1426.23,2388.19,48.04,2388.22
4147,1598.48,1423.82,2388.22,47.96,2388.26
4148,1600.26,1427.83,2388.2,47.95,2388.2
4149,1602.51,1426.99,2388.21,48.01,2388.21
4150,1600.51,1419.65,2388.25,48.0,2388.22
4151,1597.19,1426.75,2388.2,47.95,2388.24
4152,1600.44,1424.92,2388.22,47.94,2388.2
4153,1594.88,1426.76,2388.26,47.99,2388.23
4154,1601.99,1417.47,2388.17,48.05,2388.2
4155,1597.12,1425.51,2388.21,48.13,2388.28
4156,1600.6,1433.5,2388.18,48.0,2388.21
4157,1599.29,1417.01,2388.23,47.94,2388.2
4158,1595.15,1420.89,2388.22,48.09,2388.27
4159,1597.07,1425.52,2388.23,48.04,2388.24
4160,1600.38,1426.9,2388.18,48.19,2388.25
4161,1592.36,1423.29,2388.19,47.99,2388.22
4162,1597.71,1429.25,2388.23,48.21,2388.22
4163,1605.67,1431.45,2388.24,48.16,2388.24
4164,1603.35,1429.72,2388.22,48.41,2388.22
4165,1608.02,1432.08,2388.27,48.17,2388.29
4166,1601.9,1437.23,2388.26,48.23,2388.23
4167,1598.43,1430.93,2388.3,48.15,2388.25
4168,1582.88,1410.66,2388.07,47.44,2388.06
4169,1582.13,1404.54,2388.03,47.25,2388.05
4170,1589.73,1408.88,2388.11,47.43,2388.12
4171,1587.18,1409.45,2388.05,47.35,2388.08
4172,1596.51,1401.46,2388.04,47.57,2388.1
4173,1592.15,1401.04,2388.06,47.46,2387.98
4174,1593.79,1397.77,2388.08,47.32,2388.1
4175,1585.67,1407.8,2388.16,47.4,2388.06
4176,1590.36,1402.62,2388.1,47.38,2388.1
4177,1582.71,1404.6,2388.07,47.34,2388.09
4178,1585.7,1403.51,2388.12,47.39,2388.12
4179,1590.84,1398.53,2388.07,47.52,2388.07
4180,1587.28,1405.33,2388.04,47.52,2388.13
4181,1589.09,1408.25,2388.11,47.43,2388.08
4182,1587.31,1400.25,2388.1,47.54,2388.12
4183,1591.64,1403.06,2388.04,47.5,2388.11
4184,1581.82,1402.04,2388.07,47.51,2388.1
4185,1588.93,1404.68,2388.13,47.5,2388.07
4186,1587.76,1405.51,2388.1,47.31,2388.1
4187,1585.71,1406.4,2388.15,47.26,2388.09
4188,1585.38,1402.15,2388.12,47.41,2388.07
4189,1588.54,1402.64,2388.13,47.16,2388.06
4190,1592.31,1410.76,2388.09,47.41,2388.1
4191,1587.87,1409.06,2388.16,47.4,2388.12
4192,1582.84,1410.79,2388.12,47.65,2388.09
4193,1581.12,1405.47,2388.06,47.59,2388.12
4194,1587.82,1401.12,2388.04,47.34,2388.12
4195,1583.56,1408.53,2388.13,47.32,2388.1
4196,1585.45,1404.01,2388.09,47.36,2388.06
4197,1586.27,1406.22,2388.11,47.32,2388.07
4198,1589.99,1402.34,2388.1,47.5,2388.12
4199,1589.92,1408.92,2388.12,47.34,2388.12
4200,1581.76,1408.28,2388.09,47.35,2388.09
4201,1597.13,1400.84,2388.08,47.46,2388.12
4202,1590.73,1401.12,2388.09,47.47,2388.13
4203,1582.95,1401.12,2388.07,47.45,2388.12
4204,1595.24,1405.24,2388.09,47.42,2388.04
4205,1582.53,1400.66,2388.12,47.42,2388.08
4206,1586.69,1405.01,2388.1,47.46,2388.14
4207,1586.32,1398.67,2388.08,47.51,2388.14
4208,1588.23,1401.58,2388.09,47.5,2388.05
4209,1596.99,1400.72,2388.12,47.42,2388.14
4210,1584.21,1405.94,2388.09,47.44,2388.04
4211,1595.14,1412.08,2388.08,47.35,2388.09
4212,1591.92,1404.43,2388.08,47.57,2388.09
4213,1590.29,1408.04,2388.07,47.3,2388.12
4214,1582.16,1398.94,2388.09,47.4,2388.1
4215,1593.16,1401.35,2388.11,47.12,2388.09
4216,1594.76,1407.76,2388.1,47.52,2388.04
4217,1584.03,1414.56,2388.06,47.33,2388.06
4218,1592.94,1399.54,2388.01,47.46,2388.05
4219,1583.6,1403.19,2388.11,47.36,2388.14
4220,1582.63,1405.1,2388.11,47.47,2388.09
4221,1594.87,1406.78,2388.02,47.32,2388.1
4222,1590.47,1402.69,2388.09,47.39,2388.08
4223,1587.03,1406.29,2388.14,47.55,2388.08
4224,1587.86,1404.03,2388.1,47.48,2388.05
4225,1592.22,1408.52,2388.07,47.35,2388.07
4226,1588.77,1402.77,2388.13,47.39,2388.11
4227,1589.28,1401.51,2388.16,47.42,2388.1
4228,1581.56,1412.49,2388.06,47.53,2388.08
4229,1590.7,1403.58,2388.11,47.58,2388.07
4230,1590.99,1406.93,2388.08,47.41,2388.05
4231,1588.11,1406.9,2388.1,47.44,2388.1
4232,1586.79,1404.3,2388.09,47.6,2388.11
4233,1590.71,1404.86,2388.14,47.54,2388.13
4234,1593.55,1414.14,2388.06,47.53,2388.09
4235,1586.87,1410.93,2388.12,47.23,2388.08
4236,1587.76,1396.35,2388.13,47.4,2388.11
4237,1586.85,1402.56,2388.08,47.45,2388.1
4238,1585.99,1397.76,2388.05,47.49,2388.11
4239,1585.32,1406.9,2388.11,47.39,2388.11
4240,1589.44,1407.22,2388.09,47.46,2388.12
4241,1585.1,1408.69,2388.1,47.53,2388.17
4242,1592.71,1406.2,2388.09,47.54,2388.05
4243,1587.4,1408.39,2388.14,47.49,2388.06
4244,1588.5,1402.87,2388.11,47.2,2388.08
4245,1587.3,1406.44,2388.08,47.45,2388.04
4246,1587.54,1404.29,2388.08,47.57,2388.08
4247,1586.5,1404.07,2388.09,47.46,2388.1
4248,1590.05,1409.83,2388.05,47.67,2388.09
4249,1587.53,1394.72,2388.1,47.54,2388.09
4250,1588.82,1404.66,2388.11,47.53,2388.08
4251,1587.43,1403.28,2388.05,47.46,2388.08
4252,1582.96,1399.09,2388.09,47.41,2388.14
4253,1590.64,1409.81,2388.09,47.44,2388.13
4254,1589.67,1401.23,2388.11,47.65,2388.07
4255,1594.32,1410.51,2388.14,47.39,2388.08
4256,1582.25,1413.44,2388.06,47.53,2388.09
4257,1593.46,1403.41,2388.09,47.48,2388.06
4258,1594.42,1401.77,2388.06,47.51,2388.08
4259,1584.25,1408.45,2388.06,47.85,2388.06
4260,1591.43,1412.18,2388.12,47.66,2388.1
4261,1593.34,1408.04,2388.1,47.73,2388.08
4262,1587.32,1411.64,2388.1,47.5,2388.11
4263,1592.68,1409.34,2388.09,47.69,2388.08
4264,1595.47,1408.92,2388.02,47.57,2388.08
4265,1587.49,1404.76,2388.11,47.52,2388.12
4266,1583.2,1401.2,2388.09,47.49,2388.16
4267,1587.34,1403.15,2388.13,47.61,2388.08
4268,1591.67,1400.46,2388.04,47.59,2388.06
4269,1586.82,1403.0,2388.14,47.59,2388.1
4270,1586.33,1402.16,2388.12,47.52,2388.07
4271,1590.33,1410.58,2388.14,47.58,2388.11
4272,1587.99,1400.44,2388.08,47.56,2388.05
4273,1587.95,1402.89,2388.05,47.47,2388.02
4274,1589.47,1402.92,2388.08,47.45,2388.08
4275,1588.02,1408.07,2388.04,47.51,2388.06
4276,1598.37,1408.88,2388.13,47.52,2388.1
4277,1586.9,1416.41,2388.05,47.43,2388.07
4278,1594.94,1413.82,2388.11,47.5,2388.14
4279,1596.09,1409.04,2388.1,47.7,2388.16
4280,1592.54,1408.96,2388.08,47.54,2388.1
4281,1598.34,1412.58,2388.07,47.51,2388.07
4282,1587.72,1410.76,2388.03,47.54,2388.13
4283,1582.03,1415.6,2388.06,47.68,2388.12
4284,1590.15,1410.59,2388.12,47.52,2388.12
4285,1593.96,1413.13,2388.06,47.57,2388.11
4286,1589.32,1406.26,2388.03,47.5,2388.13
4287,1585.75,1410.05,2388.09,47.51,2388.07
4288,1590.43,1408.93,2388.08,47.57,2388.1
4289,1595.24,1412.1,2388.1,47.51,2388.08
4290,1583.5,1415.04,2388.11,47.75,2388.08
4291,1588.34,1411.5,2388.11,47.6,2388.12
4292,1595.18,1410.76,2388.07,47.56,2388.11
4293,1591.35,1408.97,2388.05,47.59,2388.08
4294,1589.56,1400.51,2388.06,47.44,2388.11
4295,1588.81,1406.46,2388.06,47.53,2388.1
4296,1594.6,1407.09,2388.16,47.58,2388.1
4297,1588.48,1410.11,2388.06,47.37,2388.09
4298,1584.97,1410.27,2388.09,47.61,2388.14
4299,1591.51,1408.89,2388.07,47.48,2388.11
4300,1598.14,1414.9,2388.11,47.57,2388.04
4301,1590.62,1410.79,2388.05,47.53,2388.14
4302,1588.66,1404.97,2388.17,47.51,2388.08
4303,1598.86,1413.49,2388.11,47.65,2388.13
4304,1588.26,1405.87,2388.11,47.61,2388.09
4305,1586.45,1406.24,2388.14,47.44,2388.1
4306,1594.76,1416.14,2388.08,47.7,2388.15
4307,1590.53,1408.66,2388.15,47.78,2388.06
4308,1590.22,1408.6,2388.12,47.71,2388.04
4309,1591.83,1407.97,2388.09,47.57,2388.11
4310,1600.66,1419.94,2388.09,47.64,2388.14
4311,1597.79,1414.83,2388.08,47.71,2388.09
4312,1593.0,1414.49,2388.07,47.61,2388.11
4313,1589.7,1422.79,2388.05,47.54,2388.08
4314,1591.56,1417.28,2388.17,47.88,2388.05
4315,1588.13,1406.62,2388.16,47.58,2388.1
4316,1594.72,1413.36,2388.15,47.65,2388.11
4317,1599.6,1412.12,2388.1,47.71,2388.12
4318,1585.08,1414.44,2388.07,47.73,2388.1
4319,1595.37,1412.12,2388.11,47.79,2388.07
4320,1584.27,1418.47,2388.08,47.76,2388.11
4321,1586.47,1419.52,2388.11,47.72,2388.15
4322,1593.21,1406.5,2388.08,47.68,2388.08
4323,1599.97,1411.74,2388.09,47.61,2388.1
4324,1601.96,1414.12,2388.15,47.76,2388.11
4325,1593.77,1411.02,2388.11,47.81,2388.07
4326,1594.58,1417.5,2388.08,47.7,2388.06
4327,1601.23,1407.82,2388.12,47.63,2388.11
4328,1594.93,1420.38,2388.11,47.73,2388.11
4329,1588.03,1415.55,2388.11,47.7,2388.11
4330,1594.18,1412.92,2388.08,47.67,2388.1
4331,1601.71,1415.87,2388.11,47.75,2388.1
4332,1597.76,1419.22,2388.15,47.7,2388.11
4333,1597.12,1417.56,2388.05,47.83,2388.13
4334,1592.84,1417.03,2388.16,47.84,2388.07
4335,1593.49,1416.86,2388.18,47.74,2388.11
4336,1598.72,1404.44,2388.15,47.7,2388.05
4337,1593.53,1414.34,2388.14,47.92,2388.17
4338,1594.59,1416.98,2388.08,47.72,2388.14
4339,1601.24,1419.57,2388.16,47.72,2388.16
4340,1589.76,1416.02,2388.14,47.82,2388.08
4341,1595.7,1413.63,2388.11,47.81,2388.06
4342,1601.66,1420.72,2388.13,47.91,2388.1
4343,1595.64,1421.95,2388.14,47.93,2388.14
4344,1595.49,1415.35,2388.12,47.98,2388.07
4345,1595.14,1415.78,2388.13,47.92,2388.11
4346,1596.67,1420.57,2388.11,47.85,2388.12
4347,1592.47,1425.74,2388.08,47.9,2388.1
4348,1601.61,1423.88,2388.09,47.71,2388.11
4349,1594.42,1427.49,2388.2,48.05,2388.12
4350,1599.18,1421.65,2388.12,47.72,2388.2
4351,1601.81,1414.46,2388.2,47.99,2388.11
4352,1597.22,1421.54,2388.14,47.84,2388.13
4353,1596.2,1424.98,2388.13,48.02,2388.1
4354,1605.88,1421.25,2388.07,48.25,2388.16
4355,1601.95,1421.99,2388.16,47.98,2388.15
4356,1597.93,1428.04,2388.14,47.97,2388.16
4357,1605.53,1420.52,2388.13,47.98,2388.15
4358,1597.89,1430.71,2388.18,48.05,2388.15
4359,1597.72,1424.5,2388.19,48.09,2388.15
4360,1603.87,1423.72,2388.15,48.08,2388.16
4361,1604.29,1434.26,2388.18,48.16,2388.21
4362,1606.47,1432.84,2388.18,48.04,2388.19
4363,1595.65,1408.51,2388.09,47.46,2388.16
4364,1590.88,1411.44,2388.16,47.65,2388.15
4365,1589.32,1410.07,2388.13,47.49,2388.15
4366,1596.85,1403.26,2388.07,47.5,2388.15
4367,1587.95,1407.96,2388.13,47.71,2388.2
4368,1587.49,1413.09,2388.06,47.41,2388.15
4369,1594.08,1406.14,2388.12,47.66,2388.13
4370,1584.45,1418.91,2388.11,47.66,2388.17
4371,1590.34,1409.79,2388.22,47.65,2388.16
4372,1591.75,1411.62,2388.15,47.67,2388.11
4373,1587.96,1404.46,2388.14,47.73,2388.12
4374,1586.77,1413.64,2388.21,47.59,2388.11
4375,1595.05,1413.46,2388.12,47.67,2388.12
4376,1590.5,1420.34,2388.12,47.65,2388.14
4377,1600.63,1414.01,2388.19,47.46,2388.09
4378,1586.73,1410.75,2388.14,47.59,2388.15
4379,1587.89,1406.81,2388.12,47.71,2388.16
4380,1592.63,1409.51,2388.12,47.6,2388.21
4381,1585.65,1413.45,2388.12,47.65,2388.17
4382,1591.93,1411.39,2388.14,47.74,2388.14
4383,1593.16,1409.59,2388.12,47.68,2388.14
4384,1587.34,1412.77,2388.15,47.58,2388.08
4385,1595.99,1409.68,2388.13,47.57,2388.14
4386,1586.17,1409.73,2388.12,47.47,2388.17
4387,1593.43,1409.55,2388.09,47.66,2388.16
4388,1589.99,1408.98,2388.18,47.4,2388.16
4389,1590.61,1410.76,2388.13,47.66,2388.13
4390,1588.41,1411.78,2388.16,47.71,2388.1
4391,1588.83,1411.5,2388.13,47.46,2388.15
4392,1592.78,1412.47,2388.11,47.66,2388.2
4393,1584.71,1407.49,2388.12,47.66,2388.13
4394,1592.92,1407.23,2388.17,47.6,2388.13
4395,1591.08,1409.14,2388.17,47.53,2388.14
4396,1590.05,1414.03,2388.1,47.51,2388.14
4397,1589.06,1409.98,2388.14,47.69,2388.1
4398,1592.48,1412.09,2388.09,47.52,2388.18
4399,1594.24,1408.3,2388.1,47.65,2388.13
4400,1591.82,1411.74,2388.15,47.62,2388.13
4401,1593.23,1413.65,2388.13,47.51,2388.15
4402,1587.03,1405.63,2388.16,47.55,2388.12
4403,1589.65,1413.05,2388.16,47.65,2388.16
4404,1593.97,1416.36,2388.13,47.71,2388.11
4405,1591.19,1406.56,2388.16,47.72,2388.12
4406,1589.1,1408.15,2388.13,47.51,2388.16
4407,1595.96,1417.33,2388.11,47.5,2388.12
4408,1586.35,1414.96,2388.15,47.6,2388.14
4409,1593.06,1406.87,2388.15,47.63,2388.13
4410,1593.99,1419.52,2388.12,47.7,2388.16
4411,1586.85,1410.55,2388.11,47.62,2388.19
4412,1590.58,1409.53,2388.15,47.62,2388.15
4413,1592.76,1401.38,2388.14,47.68,2388.11
4414,1588.86,1415.7,2388.19,47.54,2388.17
4415,1594.84,1413.85,2388.17,47.79,2388.09
4416,1592.34,1417.11,2388.13,47.58,2388.15
4417,1589.77,1414.49,2388.24,47.68,2388.19
4418,1586.45,1409.47,2388.2,47.69,2388.16
4419,1592.16,1413.15,2388.14,47.47,2388.12
4420,1601.81,1414.81,2388.2,47.49,2388.14
4421,1582.2,1421.03,2388.14,47.58,2388.11
4422,1585.35,1410.03,2388.12,47.64,2388.17
4423,1592.85,1417.27,2388.2,47.73,2388.19
4424,1590.09,1413.4,2388.14,47.53,2388.15
4425,1590.61,1409.71,2388.15,47.44,2388.2
4426,1589.41,1410.89,2388.17,47.62,2388.11
4427,1592.48,1408.87,2388.15,47.54,2388.14
4428,1594.0,1411.47,2388.16,47.67,2388.21
4429,1586.98,1408.9,2388.17,47.52,2388.17
4430,1590.36,1411.26,2388.16,47.77,2388.18
4431,1590.03,1416.23,2388.14,47.65,2388.15
4432,1597.06,1410.25,2388.15,47.65,2388.16
4433,1593.54,1414.45,2388.15,47.62,2388.15
4434,1589.8,1408.32,2388.14,47.65,2388.11
4435,1594.01,1411.77,2388.15,47.75,2388.07
4436,1590.59,1407.23,2388.14,47.54,2388.14
4437,1596.63,1406.61,2388.14,47.63,2388.1
4438,1589.54,1411.94,2388.18,47.78,2388.19
4439,1589.86,1407.99,2388.11,47.6,2388.14
4440,1590.88,1410.45,2388.13,47.78,2388.18
4441,1582.2,1409.31,2388.14,47.76,2388.15
4442,1586.95,1408.99,2388.14,47.71,2388.15
4443,1591.83,1414.25,2388.2,47.72,2388.15
4444,1594.13,1408.38,2388.21,47.69,2388.15
4445,1590.85,1411.57,2388.12,47.53,2388.15
4446,1588.32,1415.28,2388.15,47.58,2388.12
4447,1588.61,1409.86,2388.15,47.71,2388.13
4448,1591.44,1415.2,2388.19,47.51,2388.15
4449,1591.22,1410.49,2388.17,47.66,2388.15
4450,1591.68,1414.96,2388.19,47.79,2388.13
4451,1582.18,1409.46,2388.14,47.68,2388.17
4452,1590.13,1413.89,2388.19,47.65,2388.18
4453,1591.33,1409.16,2388.13,47.79,2388.15
4454,1593.3,1410.75,2388.2,47.7,2388.13
4455,1596.87,1414.28,2388.15,47.65,2388.16
4456,1589.46,1415.25,2388.18,47.56,2388.19
4457,1587.45,1415.65,2388.15,47.56,2388.14
4458,1594.05,1409.51,2388.18,47.58,2388.19
4459,1590.9,1410.68,2388.17,47.65,2388.15
4460,1591.42,1414.03,2388.1,47.67,2388.15
4461,1592.42,1408.98,2388.2,47.55,2388.13
4462,1592.9,1418.77,2388.17,47.59,2388.15
4463,1594.98,1411.58,2388.15,47.48,2388.12
4464,1589.02,1406.67,2388.2,47.67,2388.15
4465,1595.85,1411.51,2388.19,47.71,2388.19
4466,1594.52,1418.87,2388.2,47.74,2388.1
4467,1593.2,1416.14,2388.16,47.74,2388.15
4468,1594.05,1413.24,2388.15,47.84,2388.12
4469,1594.46,1418.78,2388.2,47.71,2388.19
4470,1589.59,1414.56,2388.17,47.6,2388.22
4471,1593.8,1412.97,2388.16,47.78,2388.18
4472,1593.26,1407.26,2388.16,47.63,2388.18
4473,1590.69,1409.08,2388.2,47.72,2388.13
4474,1590.31,1421.74,2388.22,47.73,2388.11
4475,1589.21,1417.75,2388.17,47.91,2388.15
4476,1593.76,1416.74,2388.18,47.72,2388.14
4477,1589.3,1408.4,2388.17,47.81,2388.11
4478,1594.25,1408.89,2388.16,47.56,2388.1
4479,1594.97,1411.98,2388.17,47.73,2388.17
4480,1597.68,1417.08,2388.2,47.93,2388.2
4481,1599.65,1406.82,2388.17,47.92,2388.17
4482,1592.34,1414.19,2388.19,47.75,2388.16
4483,1590.41,1416.03,2388.15,47.85,2388.15
4484,1597.3,1419.99,2388.21,47.68,2388.18
4485,1594.7,1419.65,2388.18,47.63,2388.13
4486,1581.02,1416.0,2388.15,47.81,2388.14
4487,1591.14,1413.34,2388.18,47.81,2388.17
4488,1590.66,1411.33,2388.18,47.81,2388.23
4489,1594.56,1418.4,2388.11,47.78,2388.15
4490,1591.4,1419.7,2388.19,47.68,2388.11
4491,1593.01,1418.36,2388.19,47.68,2388.19
4492,1593.31,1415.51,2388.21,47.77,2388.13
4493,1602.62,1414.33,2388.19,47.74,2388.18
4494,1603.84,1412.75,2388.15,47.63,2388.19
4495,1593.18,1420.27,2388.18,47.95,2388.18
4496,1592.3,1425.04,2388.22,47.64,2388.15
4497,1591.09,1411.37,2388.2,48.05,2388.22
4498,1594.22,1417.54,2388.17,47.81,2388.21
4499,1591.97,1411.5,2388.16,47.84,2388.17
4500,1592.93,1416.77,2388.2,47.69,2388.16
4501,1598.88,1413.6,2388.2,47.66,2388.21
4502,1599.41,1414.93,2388.16,47.79,2388.16
4503,1594.49,1415.23,2388.21,47.76,2388.23
4504,1594.28,1421.74,2388.17,47.69,2388.18
4505,1592.92,1416.52,2388.19,47.7,2388.23
4506,1593.28,1411.34,2388.21,47.76,2388.2
4507,1595.14,1414.26,2388.17,47.7,2388.17
4508,1598.07,1416.43,2388.2,47.79,2388.2
4509,1592.43,1412.61,2388.21,48.03,2388.25
4510,1597.21,1414.99,2388.24,47.87,2388.2
4511,1599.02,1422.33,2388.17,47.96,2388.2
4512,1598.62,1418.16,2388.19,47.95,2388.21
4513,1595.08,1424.68,2388.19,47.87,2388.19
4514,1594.56,1418.85,2388.14,47.76,2388.19
4515,1594.35,1417.75,2388.16,47.8,2388.23
4516,1592.12,1417.07,2388.21,47.98,2388.21
4517,1601.99,1418.57,2388.21,47.65,2388.2
4518,1600.49,1424.8,2388.21,47.85,2388.22
4519,1593.06,1416.7,2388.14,47.72,2388.21
4520,1593.07,1415.83,2388.22,48.08,2388.2
4521,1592.1,1424.2,2388.24,47.75,2388.24
4522,1597.65,1417.44,2388.16,47.88,2388.2
4523,1596.12,1417.81,2388.26,47.87,2388.24
4524,1596.24,1426.04,2388.22,47.92,2388.19
4525,1597.51,1425.3,2388.19,47.9,2388.22
4526,1599.94,1420.97,2388.19,47.73,2388.23
4527,1600.77,1419.23,2388.2,47.87,2388.2
4528,1602.22,1418.91,2388.16,47.85,2388.21
4529,1594.02,1423.88,2388.23,47.85,2388.23
4530,1595.02,1414.97,2388.27,47.85,2388.25
4531,1591.39,1423.7,2388.21,47.91,2388.26
4532,1598.86,1411.31,2388.23,47.85,2388.18
4533,1594.54,1417.32,2388.24,47.97,2388.21
4534,1602.64,1423.53,2388.23,47.79,2388.22
4535,1588.71,1422.33,2388.22,48.07,2388.29
4536,1599.02,1424.88,2388.27,48.0,2388.21
4537,1598.07,1424.26,2388.23,48.01,2388.22
4538,1596.01,1415.27,2388.19,48.06,2388.24
4539,1592.35,1415.58,2388.22,47.83,2388.3
4540,1605.07,1428.6,2388.26,48.0,2388.23
4541,1594.66,1421.18,2388.21,48.09,2388.22
4542,1597.48,1427.52,2388.29,47.99,2388.24
4543,1595.57,1427.21,2388.24,47.82,2388.25
4544,1595.98,1420.17,2388.25,48.07,2388.23
4545,1599.38,1423.81,2388.26,48.01,2388.2
4546,1599.02,1426.71,2388.21,48.01,2388.25
4547,1588.88,1421.4,2388.26,47.92,2388.25
4548,1596.58,1421.96,2388.24,48.14,2388.26
4549,1598.23,1433.13,2388.28,47.77,2388.29
4550,1603.14,1423.97,2388.24,48.15,2388.25
4551,1601.87,1424.76,2388.29,47.96,2388.27
4552,1594.43,1426.53,2388.26,47.96,2388.22
4553,1600.14,1426.73,2388.22,48.35,2388.23
4554,1603.49,1423.35,2388.31,48.15,2388.29
4555,1602.78,1427.58,2388.22,48.11,2388.26
4556,1600.98,1422.67,2388.26,48.24,2388.25
4557,1595.05,1433.89,2388.23,48.2,2388.28
4558,1598.81,1427.61,2388.3,48.33,2388.24
4559,1604.97,1421.58,2388.26,48.2,2388.23
4560,1602.59,1426.26,2388.22,48.09,2388.26
