,s1,s2,s3,s4,target
2033,1583.99,1408.2,2387.96,47.36,2388.02
2034,1581.09,1400.14,2387.99,47.38,2387.95
2035,1589.78,1396.19,2387.99,47.26,2388.01
2036,1582.4,1396.04,2388.02,47.15,2388.04
2037,1591.89,1401.1,2388.0,47.25,2388.01
2038,1590.63,1400.43,2388.02,47.32,2388.01
2039,1582.41,1399.53,2388.02,47.18,2388.02
2040,1581.61,1399.52,2387.97,47.57,2388.04
2041,1584.65,1402.51,2388.0,47.36,2388.02
2042,1588.3,1401.96,2388.03,47.18,2388.02
2043,1590.7,1401.17,2387.97,47.35,2388.0
2044,1582.34,1402.79,2388.04,47.24,2388.0
2045,1587.04,1397.66,2388.03,47.38,2388.08
2046,1587.16,1401.24,2388.07,47.31,2388.05
2047,1588.65,1397.07,2388.02,47.46,2388.03
2048,1591.57,1400.41,2388.04,47.3,2388.03
2049,1586.89,1392.12,2388.04,47.29,2388.02
2050,1586.01,1392.93,2388.05,47.41,2388.02
2051,1588.5,1396.95,2387.99,47.25,2388.04
2052,1588.9,1398.6,2388.05,47.15,2388.04
2053,1585.45,1403.62,2388.05,47.17,2388.02
2054,1586.63,1395.22,2388.02,47.44,2387.99
2055,1592.82,1409.57,2388.12,47.22,2388.0
2056,1587.15,1400.56,2388.03,47.17,2388.03
2057,1589.71,1404.05,2388.03,47.34,2388.04
2058,1587.89,1403.56,2388.04,47.34,2388.07
2059,1585.78,1399.2,2388.02,47.4,2387.95
2060,1580.58,1402.98,2388.05,47.2,2388.0
2061,1586.75,1398.62,2388.07,47.33,2388.08
2062,1588.98,1404.79,2388.01,47.44,2388.06
2063,1586.63,1406.81,2388.03,47.44,2388.08
2064,1593.99,1405.67,2388.01,47.39,2388.06
2065,1593.37,1402.25,2388.01,47.5,2388.06
2066,1595.65,1409.31,2388.07,47.12,2388.04
2067,1588.41,1405.12,2388.02,47.22,2388.09
2068,1587.53,1403.32,2388.08,47.42,2388.01
2069,1586.75,1402.64,2388.07,47.42,2388.03
2070,1586.57,1407.56,2388.01,47.52,2388.07
2071,1578.56,1405.39,2388.06,47.44,2388.08
2072,1579.82,1404.78,2388.09,47.39,2388.02
2073,1580.09,1404.93,2388.09,47.46,2388.11
2074,1584.71,1404.42,2388.03,47.17,2387.99
2075,1576.87,1407.83,2388.04,47.47,2388.14
2076,1586.17,1412.24,2388.01,47.54,2388.09
2077,1586.43,1397.21,2388.1,47.47,2388.05
2078,1590.17,1398.78,2388.03,47.45,2388.07
2079,1581.65,1401.72,2388.02,47.32,2388.03
2080,1586.76,1406.6,2388.06,47.42,2388.09
2081,1591.9,1401.47,2388.08,47.32,2388.04
2082,1593.49,1399.01,2388.08,47.29,2388.01
2083,1590.44,1403.06,2388.04,47.29,2388.07
2084,1590.04,1402.94,2388.06,47.41,2388.03
2085,1585.02,1398.8,2388.12,47.34,2388.06
2086,1594.49,1404.15,2388.09,47.54,2388.07
2087,1594.88,1404.33,2388.07,47.46,2388.09
2088,1587.71,1409.79,2388.06,47.52,2388.11
2089,1582.35,1401.75,2388.03,47.33,2388.07
2090,1587.36,1405.28,2388.07,47.47,2388.09
2091,1591.08,1401.7,2388.1,47.22,2388.11
2092,1586.64,1410.04,2388.09,47.36,2388.05
2093,1585.89,1400.18,2388.06,47.49,2388.09
2094,1594.17,1400.75,2388.16,47.41,2388.05
2095,1591.13,1413.71,2388.13,47.76,2388.04
2096,1583.37,1408.75,2388.09,47.6,2388.12
2097,1589.49,1414.11,2388.06,47.38,2388.11
2098,1589.09,1412.78,2388.08,47.48,2388.09
2099,1591.96,1410.29,2388.12,47.48,2388.14
2100,1585.38,1408.48,2388.13,47.58,2388.13
2101,1591.34,1413.83,2388.1,47.57,2388.13
2102,1601.29,1404.2,2388.09,47.57,2388.14
2103,1599.28,1404.92,2388.12,47.62,2388.12
2104,1590.34,1410.51,2388.1,47.5,2388.11
2105,1591.03,1403.12,2388.16,47.49,2388.12
2106,1591.8,1410.04,2388.15,47.66,2388.12
2107,1588.4,1411.3,2388.07,47.71,2388.13
2108,1592.53,1411.92,2388.17,47.68,2388.13
2109,1588.61,1410.61,2388.16,47.56,2388.13
2110,1588.88,1416.63,2388.15,47.62,2388.13
2111,1600.33,1419.21,2388.18,47.63,2388.12
2112,1591.36,1411.6,2388.13,47.58,2388.11
2113,1594.24,1408.49,2388.13,47.49,2388.13
2114,1599.11,1413.85,2388.19,47.74,2388.1
2115,1600.45,1419.18,2388.14,47.7,2388.19
2116,1592.42,1398.42,2388.02,47.07,2387.99
2117,1581.7,1401.54,2388.02,47.17,2388.05
2118,1592.91,1394.97,2388.02,47.33,2388.01
2119,1586.39,1405.45,2388.04,47.25,2387.98
2120,1581.11,1389.69,2388.02,47.32,2388.02
2121,1574.82,1391.72,2387.98,47.16,2388.03
2122,1590.61,1398.71,2388.04,47.27,2388.05
2123,1580.65,1399.37,2388.04,47.14,2388.02
2124,1588.53,1398.07,2388.01,47.28,2388.02
2125,1578.7,1398.4,2388.04,47.28,2388.06
2126,1578.8,1398.43,2387.96,47.33,2387.98
2127,1581.13,1391.21,2387.97,47.29,2388.05
2128,1583.15,1398.16,2388.06,47.26,2388.04
2129,1591.4,1397.84,2388.01,47.35,2388.04
2130,1581.56,1399.19,2388.02,47.24,2387.98
2131,1585.4,1398.72,2388.01,47.2,2387.99
2132,1588.57,1398.81,2388.02,47.17,2388.0
2133,1585.51,1403.6,2388.01,47.2,2387.97
2134,1582.46,1398.55,2388.02,47.21,2388.02
2135,1589.1,1393.32,2388.0,47.4,2388.04
2136,1582.35,1398.89,2388.11,47.39,2388.07
2137,1584.03,1402.94,2388.06,47.31,2388.01
2138,1581.06,1399.38,2388.01,47.27,2388.0
2139,1584.76,1405.91,2388.05,47.15,2388.0
2140,1588.71,1400.27,2388.02,47.32,2388.06
2141,1593.21,1398.52,2388.06,47.23,2388.01
2142,1579.52,1390.16,2388.01,47.27,2388.05
2143,1580.58,1397.22,2388.03,47.21,2388.05
2144,1588.12,1395.37,2388.06,47.39,2388.05
2145,1584.42,1398.7,2388.03,47.3,2388.02
2146,1588.44,1396.33,2388.01,47.22,2387.99
2147,1592.03,1399.92,2388.0,47.23,2388.05
2148,1576.47,1396.06,2387.99,47.28,2388.0
2149,1586.54,1396.03,2388.0,47.23,2388.07
2150,1586.8,1403.18,2388.03,47.07,2388.04
2151,1584.87,1406.41,2388.01,47.34,2388.02
2152,1588.36,1396.94,2388.04,47.25,2388.05
2153,1582.61,1398.17,2388.02,47.15,2388.01
2154,1589.6,1408.62,2387.99,47.19,2388.07
2155,1582.96,1404.77,2388.02,47.22,2388.02
2156,1584.82,1399.31,2388.03,47.25,2388.0
2157,1580.09,1397.86,2388.01,47.2,2387.96
2158,1580.26,1394.91,2388.04,47.18,2387.99
2159,1582.61,1402.8,2388.04,47.26,2388.01
2160,1585.11,1400.24,2388.02,47.09,2388.01
2161,1585.99,1390.93,2387.98,47.24,2388.01
2162,1583.45,1395.49,2388.05,47.26,2388.04
2163,1586.29,1396.01,2388.07,47.04,2388.01
2164,1590.7,1402.02,2388.01,47.33,2388.12
2165,1590.6,1401.61,2388.01,47.19,2388.02
2166,1587.31,1396.0,2388.03,47.05,2388.04
2167,1591.45,1394.29,2388.05,47.25,2388.05
2168,1589.79,1405.34,2388.05,47.24,2387.96
2169,1583.07,1405.49,2388.04,47.25,2388.06
2170,1580.59,1390.77,2388.02,47.25,2388.04
2171,1582.35,1402.44,2388.08,47.32,2388.02
2172,1588.76,1396.08,2388.01,47.33,2388.01
2173,1585.87,1394.46,2388.0,47.33,2388.08
2174,1582.95,1403.58,2388.0,47.3,2387.97
2175,1591.42,1397.43,2388.01,47.15,2388.01
2176,1582.81,1399.9,2388.03,47.2,2388.02
2177,1583.63,1400.65,2388.01,47.08,2388.08
2178,1584.42,1401.42,2387.97,47.46,2388.04
2179,1584.11,1403.86,2388.05,47.32,2388.06
2180,1587.86,1396.93,2388.05,47.27,2388.08
2181,1581.59,1395.82,2388.01,47.21,2388.12
2182,1592.37,1398.2,2388.02,46.98,2388.02
2183,1578.51,1397.01,2387.98,47.33,2388.0
2184,1583.98,1403.93,2387.98,47.44,2387.98
2185,1588.9,1396.76,2388.03,47.34,2388.1
2186,1579.54,1401.5,2388.04,47.35,2388.04
2187,1583.58,1398.98,2388.01,47.22,2388.1
2188,1593.93,1408.04,2388.01,47.22,2388.07
2189,1582.47,1398.59,2388.03,47.41,2388.09
2190,1592.09,1392.88,2388.06,47.27,2388.02
2191,1590.11,1404.89,2388.05,47.51,2388.02
2192,1586.97,1401.03,2388.02,47.33,2387.99
2193,1589.38,1408.03,2388.0,47.29,2388.1
2194,1581.07,1397.9,2388.06,47.18,2388.04
2195,1586.6,1404.73,2388.12,47.26,2388.01
2196,1580.99,1398.75,2388.05,47.14,2388.03
2197,1593.66,1402.38,2388.1,47.32,2387.96
2198,1582.17,1401.28,2388.03,47.49,2388.09
2199,1587.48,1392.61,2388.02,47.25,2388.06
2200,1588.85,1403.54,2388.0,47.2,2388.1
2201,1589.72,1402.75,2388.04,47.23,2388.04
2202,1588.33,1399.31,2388.08,47.33,2388.06
2203,1585.94,1396.29,2388.07,47.37,2388.02
2204,1578.61,1400.11,2388.04,47.11,2388.06
2205,1579.26,1397.96,2388.05,47.16,2388.02
2206,1583.87,1400.72,2388.08,46.96,2388.08
2207,1592.63,1402.41,2388.03,47.4,2388.06
2208,1583.53,1395.37,2388.02,47.34,2388.06
2209,1587.92,1405.58,2388.02,47.15,2388.02
2210,1585.8,1409.18,2388.06,47.31,2388.04
2211,1590.01,1403.37,2388.04,47.48,2388.06
2212,1582.98,1396.43,2388.1,47.33,2388.06
2213,1590.3,1394.75,2388.08,47.16,2388.07
2214,1585.99,1403.73,2388.05,47.38,2388.05
2215,1580.65,1397.9,2388.0,47.21,2387.99
2216,1582.65,1398.85,2388.07,47.53,2388.03
2217,1588.11,1397.71,2388.03,47.27,2388.0
2218,1589.38,1400.85,2388.1,47.25,2388.04
2219,1582.97,1402.91,2388.03,47.36,2388.01
2220,1587.57,1401.09,2388.04,47.07,2388.05
2221,1587.45,1399.58,2388.05,47.35,2388.09
2222,1586.84,1401.44,2388.06,47.45,2388.05
2223,1586.9,1401.37,2388.07,47.45,2388.0
2224,1589.58,1409.35,2388.0,47.26,2388.01
2225,1581.76,1408.63,2388.01,47.16,2388.06
2226,1581.14,1405.74,2388.06,47.39,2388.04
2227,1582.3,1394.93,2388.06,47.45,2388.01
2228,1589.53,1400.93,2388.07,47.35,2388.07
2229,1589.82,1401.9,2388.05,47.21,2388.06
2230,1583.01,1402.3,2388.06,47.46,2388.09
2231,1589.27,1395.79,2388.07,47.32,2388.1
2232,1588.91,1397.27,2388.07,47.24,2388.11
2233,1583.18,1401.96,2388.12,47.27,2388.05
2234,1593.91,1402.75,2388.02,47.47,2388.05
2235,1581.24,1408.25,2388.03,47.24,2388.02
2236,1587.38,1405.09,2387.97,47.15,2388.07
2237,1583.06,1402.96,2388.12,47.22,2388.02
2238,1580.36,1402.16,2388.06,47.25,2388.02
2239,1589.91,1406.84,2388.06,47.39,2388.05
2240,1589.82,1406.36,2388.11,47.5,2388.12
2241,1587.3,1399.48,2388.07,47.33,2388.05
2242,1587.48,1399.31,2388.04,47.39,2388.04
2243,1588.7,1400.0,2388.09,47.43,2388.04
2244,1586.47,1403.98,2388.05,47.55,2388.12
2245,1587.28,1400.22,2388.13,47.44,2388.07
2246,1582.92,1402.3,2388.05,47.52,2388.04
2247,1590.22,1409.85,2388.03,47.48,2388.06
2248,1586.44,1400.92,2388.1,47.51,2388.09
2249,1591.95,1400.13,2388.07,47.51,2388.08
2250,1588.88,1406.32,2388.1,47.35,2388.06
2251,1588.38,1397.78,2388.07,47.4,2388.06
2252,1590.73,1405.88,2388.06,47.32,2388.06
2253,1590.7,1401.31,2388.08,47.19,2388.03
2254,1588.91,1403.28,2388.06,47.28,2388.06
2255,1588.43,1406.46,2388.06,47.42,2388.04
2256,1583.41,1410.11,2388.06,47.21,2388.0
2257,1588.8,1403.14,2388.08,47.23,2388.01
2258,1582.49,1409.85,2388.04,47.35,2388.04
2259,1587.81,1401.31,2388.0,47.31,2388.05
2260,1579.87,1397.6,2388.02,47.49,2388.01
2261,1583.08,1402.24,2388.05,47.43,2388.06
2262,1583.4,1404.04,2388.05,47.23,2388.03
2263,1588.8,1405.92,2388.07,47.33,2388.05
2264,1587.07,1401.89,2387.98,47.36,2388.01
2265,1583.67,1401.97,2388.02,47.39,2388.05
2266,1587.33,1401.12,2388.01,47.31,2388.05
2267,1584.68,1399.36,2388.0,47.41,2388.04
2268,1589.1,1397.3,2388.0,47.45,2388.06
2269,1589.54,1399.29,2388.01,47.35,2388.04
2270,1584.73,1407.52,2388.01,47.6,2388.1
2271,1583.86,1401.08,2388.07,47.37,2388.03
2272,1593.2,1399.4,2388.01,47.32,2388.05
2273,1588.14,1398.69,2387.96,47.43,2388.07
2274,1587.36,1399.21,2388.09,47.55,2388.0
2275,1584.78,1401.12,2388.0,47.46,2388.06
2276,1588.34,1392.96,2388.02,47.43,2388.08
2277,1583.57,1400.66,2388.06,47.48,2388.06
2278,1580.89,1399.73,2388.07,47.34,2388.01
2279,1585.58,1407.47,2388.04,47.29,2388.02
2280,1585.83,1398.44,2387.99,47.46,2388.06
2281,1586.43,1399.32,2388.05,47.43,2388.07
2282,1592.6,1400.83,2388.01,47.52,2388.04
2283,1591.46,1396.11,2388.07,47.31,2388.03
2284,1586.73,1403.69,2388.0,47.24,2388.03
2285,1580.16,1403.36,2388.08,47.26,2388.07
2286,1589.87,1401.83,2388.04,47.23,2388.07
2287,1589.81,1404.51,2388.01,47.13,2388.08
2288,1586.24,1403.12,2388.01,47.36,2388.05
2289,1585.78,1402.46,2388.08,47.36,2388.03
2290,1584.72,1402.01,2388.08,47.34,2388.09
2291,1590.81,1403.17,2388.06,47.34,2388.01
2292,1587.19,1406.86,2388.06,47.39,2388.07
2293,1586.84,1395.66,2388.02,47.35,2388.05
2294,1580.6,1405.38,2388.11,47.48,2388.09
2295,1587.36,1404.2,2388.06,47.32,2388.05
2296,1582.37,1397.87,2388.05,47.21,2388.04
2297,1586.44,1404.31,2388.09,47.34,2388.1
2298,1579.21,1392.66,2388.07,47.51,2388.04
2299,1584.08,1403.38,2388.03,47.39,2388.07
2300,1593.45,1401.55,2387.99,47.45,2387.99
2301,1585.94,1405.36,2388.02,47.41,2388.03
2302,1587.87,1403.48,2388.02,47.19,2388.02
2303,1578.89,1402.82,2388.03,47.37,2388.04
2304,1589.63,1398.89,2388.06,47.48,2388.02
2305,1590.12,1403.2,2388.07,47.47,2388.03
2306,1588.43,1396.32,2388.05,47.27,2388.03
2307,1584.39,1397.55,2388.05,47.25,2388.06
2308,1587.79,1408.8,2388.09,47.42,2388.02
2309,1590.47,1401.4,2388.07,47.42,2388.06
2310,1582.72,1405.57,2388.06,47.45,2388.06
2311,1591.49,1402.42,2388.02,47.31,2388.0
2312,1585.34,1405.03,2388.08,47.46,2388.04
2313,1592.72,1404.77,2388.05,47.33,2388.08
2314,1587.39,1400.57,2388.07,47.46,2388.04
2315,1586.37,1406.1,2388.03,47.23,2388.08
2316,1583.75,1403.73,2388.05,47.38,2388.13
2317,1585.86,1403.01,2388.07,47.32,2388.08
2318,1594.95,1405.82,2388.0,47.47,2388.12
2319,1585.74,1409.68,2388.09,47.4,2388.03
2320,1580.53,1398.1,2388.08,47.19,2388.05
2321,1588.92,1402.68,2388.02,47.29,2388.07
2322,1594.21,1402.2,2388.05,47.73,2388.05
2323,1597.48,1399.16,2388.08,47.35,2388.02
2324,1590.27,1409.91,2388.07,47.27,2388.04
2325,1584.81,1399.95,2388.04,47.58,2388.02
2326,1586.06,1405.6,2388.12,47.35,2388.01
2327,1593.16,1401.09,2388.05,47.46,2388.05
2328,1591.83,1409.22,2388.04,47.35,2388.06
2329,1589.87,1403.76,2388.07,47.23,2388.03
2330,1588.94,1403.36,2388.08,47.45,2388.05
2331,1595.21,1409.94,2387.98,47.51,2388.03
2332,1582.73,1405.62,2388.03,47.33,2388.02
2333,1590.58,1404.52,2388.03,47.46,2388.04
2334,1582.48,1407.86,2388.03,47.3,2388.06
2335,1590.22,1408.03,2388.07,47.48,2388.01
2336,1583.66,1400.21,2388.03,47.34,2388.05
2337,1589.19,1409.53,2388.05,47.3,2388.03
2338,1587.25,1409.93,2388.03,47.51,2388.01
2339,1588.38,1402.78,2388.07,47.43,2388.04
2340,1584.46,1401.74,2388.01,47.5,2388.08
2341,1581.98,1405.71,2388.09,47.12,2388.04
2342,1586.2,1401.49,2388.08,47.51,2388.12
2343,1587.5,1409.82,2388.01,47.2,2388.07
2344,1586.64,1398.57,2388.06,47.56,2388.06
2345,1583.13,1404.42,2388.08,47.44,2388.01
2346,1588.81,1406.13,2388.08,47.48,2388.07
2347,1583.09,1407.61,2388.12,47.48,2388.04
2348,1587.17,1405.82,2388.11,47.52,2388.02
2349,1592.42,1406.39,2388.07,47.7,2388.07
2350,1584.87,1399.68,2388.05,47.36,2388.08
2351,1588.1,1404.21,2388.07,47.24,2388.07
2352,1588.19,1410.3,2388.05,47.38,2388.06
2353,1584.93,1399.27,2388.04,47.31,2388.05
2354,1588.28,1399.52,2388.07,47.4,2388.13
2355,1593.98,1399.6,2388.05,47.5,2388.16
2356,1587.21,1399.98,2388.08,47.52,2388.02
2357,1588.1,1409.33,2388.08,47.46,2388.06
2358,1583.42,1407.16,2388.05,47.35,2388.08
2359,1593.88,1403.16,2388.05,47.31,2388.06
2360,1582.87,1412.21,2388.13,47.37,2388.1
2361,1588.85,1408.8,2388.06,47.41,2388.02
2362,1587.33,1411.76,2388.11,47.65,2388.0
2363,1590.19,1405.7,2388.05,47.49,2388.07
2364,1597.9,1402.39,2388.11,47.56,2388.1
2365,1587.69,1401.06,2388.07,47.5,2388.1
2366,1588.49,1402.18,2388.07,47.54,2388.09
2367,1592.41,1400.89,2388.05,47.44,2388.09
2368,1590.27,1406.85,2388.06,47.43,2388.1
2369,1582.91,1408.13,2388.1,47.34,2388.06
2370,1601.66,1406.02,2388.07,47.59,2388.07
2371,1589.03,1403.62,2388.1,47.34,2388.02
2372,1584.34,1401.81,2388.14,47.28,2388.03
2373,1586.5,1409.92,2388.1,47.49,2388.06
2374,1590.34,1413.74,2388.06,47.65,2388.07
2375,1591.18,1407.0,2388.1,47.33,2388.07
2376,1591.29,1411.64,2388.13,47.59,2388.06
2377,1589.48,1412.54,2388.11,47.45,2388.11
2378,1590.87,1406.25,2388.12,47.66,2388.09
2379,1587.25,1412.72,2388.07,47.44,2388.12
2380,1583.88,1402.45,2388.04,47.66,2388.13
2381,1589.02,1406.44,2388.08,47.5,2388.08
2382,1597.28,1413.02,2388.06,47.65,2388.05
2383,1591.58,1413.83,2388.09,47.39,2388.12
2384,1591.56,1412.81,2388.07,47.57,2388.11
2385,1596.09,1404.87,2388.13,47.64,2388.11
2386,1592.19,1411.48,2388.06,47.48,2388.11
2387,1590.22,1406.73,2388.09,47.61,2388.09
2388,1594.24,1409.55,2388.17,47.43,2388.11
2389,1600.44,1405.35,2388.06,47.68,2388.13
2390,1586.71,1414.35,2388.09,47.66,2388.11
2391,1590.7,1408.64,2388.14,47.56,2388.09
2392,1596.59,1414.38,2388.13,47.58,2388.1
2393,1594.34,1407.23,2388.13,47.59,2388.1
2394,1593.7,1410.49,2388.09,47.6,2388.11
2395,1595.94,1409.94,2388.13,47.77,2388.12
2396,1591.66,1405.53,2388.11,47.5,2388.13
2397,1592.81,1409.32,2388.15,47.68,2388.13
2398,1593.83,1413.53,2388.13,47.58,2388.11
2399,1585.77,1413.04,2388.16,47.62,2388.1
2400,1591.81,1413.56,2388.12,47.57,2388.1
2401,1589.71,1405.9,2388.12,47.54,2388.13
2402,1594.7,1415.16,2388.19,47.72,2388.15
2403,1598.54,1418.6,2388.12,47.7,2388.15
2404,1595.51,1412.13,2388.11,47.72,2388.12
2405,1594.03,1420.41,2388.17,47.7,2388.12
2406,1594.28,1414.16,2388.15,47.76,2388.17
2407,1582.66,1412.86,2388.1,47.64,2388.14
2408,1588.21,1412.79,2388.15,47.92,2388.18
2409,1595.41,1413.8,2388.12,47.57,2388.19
2410,1594.37,1411.52,2388.17,47.63,2388.16
2411,1595.47,1421.83,2388.11,47.49,2388.1
2412,1590.25,1408.09,2388.14,47.83,2388.21
2413,1595.94,1414.61,2388.07,47.56,2388.15
2414,1595.7,1420.11,2388.16,47.73,2388.07
2415,1591.64,1413.17,2388.18,47.75,2388.12
2416,1591.99,1412.38,2388.17,47.74,2388.19
2417,1597.32,1417.47,2388.19,47.68,2388.11
2418,1599.19,1415.2,2388.18,47.82,2388.18
2419,1593.43,1423.55,2388.17,47.82,2388.15
2420,1599.33,1418.72,2388.09,47.82,2388.14
2421,1594.47,1425.58,2388.15,47.87,2388.13
2422,1597.93,1423.52,2388.13,47.81,2388.23
2423,1599.27,1421.49,2388.17,47.66,2388.17
2424,1595.25,1412.24,2388.13,48.0,2388.14
2425,1596.96,1423.29,2388.17,47.66,2388.22
2426,1594.86,1417.71,2388.16,47.97,2388.11
2427,1593.11,1419.83,2388.17,47.69,2388.19
2428,1592.45,1418.64,2388.17,47.84,2388.15
2429,1601.55,1420.07,2388.16,48.04,2388.23
2430,1598.52,1419.75,2388.23,47.88,2388.24
2431,1606.18,1423.78,2388.15,47.96,2388.21
2432,1589.93,1421.09,2388.23,48.02,2388.22
2433,1604.18,1423.09,2388.24,48.05,2388.23
2434,1595.12,1419.6,2388.14,48.13,2388.21
2435,1590.11,1394.38,2388.03,47.3,2388.03
2436,1583.35,1396.75,2388.06,47.21,2388.02
2437,1580.75,1394.1,2388.0,47.09,2388.08
2438,1585.82,1407.47,2388.04,47.19,2388.04
2439,1584.81,1406.96,2388.05,47.38,2388.03
2440,1583.89,1396.25,2388.05,47.43,2388.0
2441,1581.21,1398.25,2388.02,47.14,2388.05
2442,1593.65,1405.5,2388.09,47.27,2388.06
2443,1586.95,1397.74,2387.97,47.1,2388.03
2444,1584.4,1394.92,2387.99,47.33,2387.99
2445,1581.46,1405.52,2388.02,47.18,2388.06
2446,1584.13,1401.27,2388.06,47.24,2388.02
2447,1587.19,1397.05,2388.04,47.08,2388.05
2448,1584.92,1401.35,2387.94,47.36,2388.04
2449,1589.21,1391.18,2388.04,47.29,2388.05
2450,1586.98,1397.48,2388.0,47.25,2388.07
2451,1582.6,1391.51,2388.03,47.15,2388.06
2452,1588.07,1391.71,2388.02,47.38,2388.07
2453,1584.44,1398.49,2388.01,46.9,2388.04
2454,1585.42,1402.37,2388.04,47.24,2388.0
2455,1593.72,1393.33,2388.08,47.36,2388.05
2456,1583.32,1402.64,2388.0,47.15,2388.04
2457,1574.21,1402.89,2388.05,47.29,2388.04
2458,1584.97,1393.32,2388.09,47.35,2388.03
2459,1578.2,1394.6,2388.04,47.33,2388.02
2460,1579.82,1396.44,2388.03,47.24,2388.09
2461,1579.7,1403.1,2388.04,47.29,2388.06
2462,1582.93,1401.84,2388.04,47.18,2388.03
2463,1585.69,1390.99,2388.03,47.28,2388.04
2464,1583.36,1401.71,2388.07,47.31,2388.01
2465,1583.37,1403.7,2388.03,47.17,2388.09
2466,1583.65,1403.26,2388.03,47.3,2388.08
2467,1585.54,1401.04,2388.04,47.54,2388.07
2468,1586.16,1404.87,2388.05,47.12,2388.03
2469,1584.65,1401.38,2387.99,47.16,2388.03
2470,1585.84,1398.03,2387.97,47.31,2388.06
2471,1583.23,1399.51,2387.99,47.11,2388.08
2472,1586.41,1403.58,2388.05,47.24,2388.03
2473,1586.47,1396.01,2388.04,47.17,2388.07
2474,1578.02,1394.62,2388.07,47.29,2388.04
2475,1588.52,1405.15,2388.08,47.21,2388.11
2476,1581.05,1402.35,2388.0,47.39,2388.01
2477,1592.5,1395.73,2388.05,47.25,2387.99
2478,1591.36,1404.76,2388.04,47.27,2387.98
2479,1582.64,1400.25,2388.04,47.39,2388.05
2480,1588.62,1405.95,2388.07,47.47,2388.04
2481,1585.78,1401.48,2387.97,47.24,2388.0
2482,1590.19,1394.78,2388.1,47.27,2388.05
2483,1584.05,1408.26,2387.98,47.28,2388.07
2484,1585.9,1401.28,2388.05,47.28,2388.06
2485,1583.41,1403.22,2388.0,47.06,2388.06
2486,1580.73,1400.8,2387.98,47.37,2388.06
2487,1587.18,1401.38,2388.06,47.21,2388.05
2488,1587.73,1397.05,2388.06,47.26,2388.06
2489,1586.76,1400.93,2388.04,47.27,2387.99
2490,1586.05,1403.11,2388.05,47.2,2388.08
2491,1581.74,1399.16,2388.01,47.14,2388.03
2492,1591.22,1400.95,2388.01,47.24,2388.05
2493,1582.14,1397.69,2388.0,47.42,2388.04
2494,1586.36,1398.27,2388.03,47.49,2388.12
2495,1590.04,1391.07,2388.05,47.4,2388.05
2496,1588.86,1400.16,2388.04,47.27,2388.0
2497,1592.31,1393.43,2388.05,47.3,2388.04
2498,1583.23,1396.89,2388.02,47.33,2388.03
2499,1582.08,1403.23,2388.02,47.29,2387.98
2500,1586.12,1395.12,2388.0,47.05,2387.99
2501,1583.47,1393.7,2388.06,47.42,2388.01
2502,1581.16,1395.69,2388.08,47.15,2387.97
2503,1581.95,1397.51,2388.03,47.41,2388.04
2504,1591.93,1402.66,2388.04,47.3,2388.08
2505,1586.74,1399.32,2388.05,47.25,2388.06
2506,1579.78,1395.03,2388.01,46.99,2388.01
2507,1581.51,1399.45,2388.02,47.15,2387.99
2508,1587.22,1400.67,2388.1,47.19,2388.05
2509,1593.64,1399.46,2388.01,47.24,2388.01
2510,1587.85,1397.23,2387.97,47.24,2388.05
2511,1582.01,1402.89,2388.02,47.34,2388.03
2512,1583.13,1391.93,2388.02,47.23,2388.03
2513,1581.49,1390.55,2388.04,47.28,2388.05
2514,1588.13,1398.78,2388.09,47.27,2388.06
2515,1587.29,1401.98,2387.96,47.3,2388.0
2516,1581.0,1399.47,2388.01,47.38,2388.06
2517,1577.92,1398.97,2388.15,47.32,2388.07
2518,1579.95,1403.45,2388.05,47.34,2388.05
2519,1583.63,1397.69,2388.05,47.2,2388.05
2520,1585.27,1390.62,2388.04,47.17,2388.0
2521,1586.41,1404.03,2388.0,47.25,2388.04
2522,1586.47,1401.18,2388.02,47.42,2387.97
2523,1587.87,1395.35,2388.01,47.12,2388.05
2524,1585.3,1390.48,2388.06,47.21,2388.03
2525,1589.67,1398.97,2388.03,47.31,2388.02
2526,1583.81,1402.53,2388.03,47.4,2388.05
2527,1581.06,1401.88,2388.01,47.21,2388.02
2528,1587.71,1403.74,2388.02,47.3,2388.03
2529,1585.29,1398.02,2388.04,47.34,2388.02
2530,1585.07,1402.73,2388.07,47.2,2388.01
2531,1586.87,1401.1,2388.01,47.14,2388.02
2532,1584.54,1399.65,2388.04,47.03,2387.98
2533,1580.79,1401.21,2388.04,47.05,2388.05
2534,1589.63,1404.12,2388.03,47.39,2388.01
2535,1587.54,1406.7,2388.03,47.33,2388.05
2536,1584.15,1401.6,2387.96,47.36,2388.02
2537,1581.2,1396.06,2388.05,47.08,2388.02
2538,1579.41,1399.1,2388.01,47.19,2388.06
2539,1586.39,1390.48,2387.99,47.11,2388.06
2540,1587.37,1404.66,2387.99,47.17,2387.99
2541,1586.75,1407.62,2388.09,47.32,2388.03
2542,1584.15,1403.67,2388.0,47.29,2387.96
2543,1584.09,1407.22,2388.03,47.16,2388.03
2544,1586.93,1395.25,2388.05,47.18,2388.05
2545,1584.52,1401.71,2388.01,47.25,2387.99
2546,1585.85,1397.29,2388.04,47.4,2388.0
2547,1581.57,1405.14,2388.02,47.3,2388.04
2548,1588.01,1397.07,2388.06,47.38,2388.09
2549,1584.23,1392.88,2387.98,47.17,2388.02
